Stock;Price;Change;Percent Change;Closing Price;Sector;Industry;Employees;Founded;Website;1-day range;52-week range;Market cap;Market cap clear;P/E ratio;Next earnings date;Dividend yield;Ex-dividend date;Dividend pay date;Number of analysts;Buy Recommendation;Hold Recommendation;Sell Recommendation;Smart Score;Score;High Forecast;High Forecast Percent;Median Forecast;Median Forecast Percent;Low Forecast;Low Forecast Percent;Total revenue Value;Total revenue Change;Net income Value;Net income Change;Earnings per share Value;Earnings per share Change;Net profit margin Value;Net profit margin Change;Free cash flow Value;Free cash flow Change;Debt-to-equity ratio Value;Debt-to-equity ratio Change;Date of record;Time of record;Page Load Time (s);Dynamic Element Load Time (s);Fear & Greed Index;;;;;;;;;;;;;;
NDAQ;78.02;+ 1.66;2.17;77.89;Finance;Investment Banks/Brokers;8525.0;1971;www.nasdaq.com;"76.42
78.34";"54.90
83.77";44.84B;44840000000.0;46.61;Jan 28, 2025;1.48;2024-12-05;2024-12-19;21;0.71;0.24;0.05;6;1.104096385542169;102.0;30.735708792617285;82.0;5.101256088182523;68.0;-12.842860804921811;1.90B;31.08%;306.00M;4.08%;0.53;11.18%;16.09%;20.60%;188.00M;28.52%;0.93;40.76%;2025-01-10;12:02:39 UTC;1.81;0.01;;;;;;;;;;;;;;;
OXY;51.19;- 0.36;-0.7;51.96;Energy Minerals;Integrated Oil;12570.0;1920;www.oxy.com;"50.60
51.26";"45.17
71.19";48.03B;48030000000.0;13.33;Feb 17, 2025;1.21;2024-12-09;2025-01-14;30;0.3;0.67;0.03;9;1.7268079703067012;78.0;52.37351045126002;60.0;17.210392654815397;51.0;-0.37116624340691096;7.09B;2.54%;1.13B;17.54%;0.98;18.03%;15.92%;15.39%;2.00B;32.38%;1.05;6.38%;2025-01-10;12:02:39 UTC;1.97;0.01;;;;;;;;;;;;;;;
EW;74.15;+ 0.51;0.69;73.47;Health Technology;Medical Specialties;19800.0;1958;www.edwards.com;"73.33
74.74";"58.93
96.12";43.73B;43730000000.0;10.7;Jan 29, 2025;;;;34;0.41;0.59;0.0;5;1.158779501011463;90.0;21.375590020229257;78.0;5.192178017532021;68.0;-8.29399865138234;1.35B;8.54%;363.50M;5.56%;5.13;713.03%;26.84%;3.26%;299.90M;15.81%;0.07;28.68%;2025-01-10;12:02:39 UTC;1.91;0.06;;;;;;;;;;;;;;;
COR;237.83;+ 3.59;1.53;236.61;Distribution Services;Medical Distributors;46000.0;1947;www.cencora.com;"234.34
238.37";"208.58
253.27";45.97B;45970000000.0;31.56;Feb 4, 2025;0.91;2024-11-14;2024-11-28;19;0.58;0.42;0.0;3;1.6916991128116714;302.0;26.98145734348063;282.0;18.572089307488536;245.0;3.0147584409031607;79.05B;15.55%;3.38M;99.20%;0.02;n/a;0.00%;99.16%;818.05M;182.53%;8.70;22.91%;2025-01-10;12:02:39 UTC;1.99;0.01;;;;;;;;;;;;;;;
KDP;31.12;+ 0.44;1.43;31.01;Consumer Non-Durables;Food: Specialty/Candy;28100.0;2007;www.keurigdrpepper.com;"30.38
31.17";"28.61
38.28";42.21B;42210000000.0;18.83;Feb 19, 2025;2.49;2025-01-02;2025-01-16;22;0.45;0.55;0.0;3;1.991542416452442;44.0;41.38817480719794;39.0;25.321336760925444;33.0;6.041131105398454;3.89B;2.26%;616.00M;18.92%;0.45;22.77%;15.83%;16.29%;503.00M;9.83%;0.66;16.50%;2025-01-10;12:02:39 UTC;3.1;0.01;;;;;;;;;;;;;;;
FIS;79.35;+ 0.19;0.24;78.51;Technology Services;Packaged Software;60000.0;1968;www.fisglobal.com;"78.55
79.50";"58.24
91.98";42.72B;42720000000.0;59.01;Feb 17, 2025;3.46;2024-12-08;2024-12-22;33;0.52;0.42;0.06;6;2.152136105860114;126.0;58.790170132325144;96.0;20.98298676748583;80.0;0.8191556395715258;2.57B;3.25%;246.00M;5.38%;0.45;159.92%;9.57%;8.37%;583.00M;45.10%;0.66;30.68%;2025-01-10;12:02:39 UTC;2.57;0.01;;;;;;;;;;;;;;;
KMB;126.77;- 0.53;-0.42;127.31;Consumer Non-Durables;Household/Personal Care;41000.0;1872;www.kimberly-clark.com;"126.03
126.89";"117.67
149.31";42.27B;42270000000.0;16.44;Jan 27, 2025;3.88;2024-12-05;2025-01-02;22;0.27;0.64;0.09;7;1.3408330046540982;175.0;38.04527885146328;151.0;19.113354894691177;125.0;-1.3962293918119397;4.95B;3.51%;907.00M;54.51%;2.69;55.29%;18.32%;60.13%;798.00M;4.04%;5.80;51.26%;2025-01-10;12:02:39 UTC;2.71;0.01;;;;;;;;;;;;;;;
NEM;39.13;+ 0.97;2.54;39.68;Non-Energy Minerals;Precious Metals;40200.0;1921;www.newmont.com;"38.11
39.15";"29.42
58.72";44.55B;44550000000.0;;Feb 19, 2025;3.87;2024-11-26;2024-12-22;25;0.56;0.36;0.08;7;2.402438027089189;70.73;80.7564528494761;55.0;40.557117301303336;36.57;-6.542294914387943;4.61B;84.72%;873.00M;456.05%;0.80;304.23%;18.96%;201.03%;805.00M;101.75%;0.31;4.04%;2025-01-10;12:02:39 UTC;3.51;0.01;;;;;;;;;;;;;;;
DFS;175.87;- 1.73;-0.97;176.40;Finance;Finance/Rental/Leasing;21100.0;1960;www.discover.com;"175.17
177.53";"96.45
188.26";44.20B;44200000000.0;15.4;Jan 21, 2025;2.4;2024-11-20;2024-12-04;18;0.39;0.61;0.0;7;0.31092568374367424;232.0;31.91561949166998;167.5;-4.759197134246889;137.0;-22.10155228293626;5.91B;10.84%;865.00M;27.58%;3.32;28.39%;14.64%;15.10%;1.96B;15.44%;1.13;23.34%;2025-01-10;12:02:39 UTC;2.57;0.01;;;;;;;;;;;;;;;
PCG;19.25;- 0.73;-3.65;18.50;Utilities;Electric Utilities;28010.0;1995;www.pgecorp.com;"18.77
19.86";"15.94
21.72";42.22B;42220000000.0;14.99;Feb 19, 2025;0.06;2024-12-30;2025-01-14;20;0.65;0.3;0.05;5;2.0649350649350646;26.0;35.064935064935064;25.0;29.87012987012987;20.0;3.896103896103896;5.94B;0.90%;579.00M;64.96%;0.27;65.31%;9.75%;63.49%;526.00M;186.09%;2.24;3.53%;2025-01-10;12:02:39 UTC;2.72;0.01;;;;;;;;;;;;;;;
TEL;143.7;- 0.06;-0.04;143.69;Electronic Technology;Semiconductors;87000.0;2007;www.te.com;"141.84
144.18";"128.52
159.98";42.99B;42990000000.0;13.91;Jan 21, 2025;1.64;2025-02-20;2025-03-06;21;0.52;0.43;0.05;5;1.3826931106471823;190.0;32.21990257480864;166.0;15.518441196938074;137.0;-4.662491301322191;4.07B;2.55%;276.00M;48.98%;0.90;n/a;6.78%;50.50%;829.00M;52.67%;0.38;5.80%;2025-01-10;12:02:39 UTC;2.99;0.01;;;;;;;;;;;;;;;
MPC;142.33;+ 0.67;0.47;142.75;Energy Minerals;Oil Refining/Marketing;18200.0;1887;www.marathonpetroleum.com;"138.94
142.76";"130.54
221.11";45.74B;45740000000.0;11.27;Feb 3, 2025;2.07;2024-11-19;2024-12-09;21;0.52;0.43;0.05;6;1.775407152392327;195.0;37.0055504812759;175.0;22.953699149862985;145.0;1.875922152743615;34.93B;14.86%;622.00M;81.03%;1.87;77.37%;1.78%;77.71%;1.03B;77.21%;1.55;40.48%;2025-01-10;12:02:39 UTC;2.14;0.01;;;;;;;;;;;;;;;
FAST;72.94;+ 0.63;0.87;72.98;Distribution Services;Wholesale Distributors;23201.0;1967;www.fastenal.com;"71.77
73.13";"61.33
84.88";41.79B;41790000000.0;36.25;Jan 16, 2025;2.16;2024-10-24;2024-11-21;18;0.11;0.61;0.28;6;0.23606525911708243;88.0;20.64710721140664;76.0;4.195228955305734;67.0;-8.143679736769945;1.91B;3.48%;298.10M;0.88%;0.52;0.70%;15.61%;2.52%;237.50M;30.39%;0.15;5.80%;2025-01-10;12:02:39 UTC;2.46;0.01;;;;;;;;;;;;;;;
AME;178.45;- 0.24;-0.13;181.40;Producer Manufacturing;Electrical Products;21500.0;1930;www.ametek.com;"176.26
178.57";"149.03
198.33";41.28B;41280000000.0;31.1;Feb 10, 2025;0.61;2024-12-05;2024-12-19;19;0.58;0.32;0.11;7;1.0310030820958254;221.0;23.844214065564593;204.0;14.317736060521161;158.0;-11.45979265900812;1.71B;5.28%;340.24M;0.04%;1.47;0.25%;19.91%;5.05%;460.89M;3.76%;0.27;4.12%;2025-01-10;12:02:39 UTC;2.57;0.01;;;;;;;;;;;;;;;
PEG;85.28;- 0.13;-0.15;84.03;Utilities;Electric Utilities;12543.0;1903;www.pseg.com;"84.08
85.72";"56.85
95.22";42.49B;42490000000.0;20.98;Feb 25, 2025;3.73;2024-12-09;2024-12-30;21;0.48;0.48;0.05;6;0.8068480300187616;105.0;23.123827392120074;92.0;7.879924953095683;73.0;-14.399624765478425;2.59B;5.42%;520.00M;274.10%;1.04;274.10%;20.11%;254.86%;- 145.00M;36.68%;1.37;4.45%;2025-01-10;12:02:39 UTC;2.37;0.01;;;;;;;;;;;;;;;
PRU;118.43;- 0.75;-0.63;117.01;Finance;Life/Health Insurance;40658.0;1875;www.prudential.com;"116.68
118.87";"100.60
130.55";42.16B;42160000000.0;10.5;Feb 3, 2025;4.82;2024-11-18;2024-12-11;18;0.17;0.72;0.11;2;0.8626243350502404;152.0;28.345858312927458;130.0;9.769484083424802;117.0;-1.2074643249176786;19.49B;133.36%;448.00M;155.51%;1.24;155.49%;2.30%;123.79%;1.10B;61.09%;0.95;4.92%;2025-01-10;12:02:39 UTC;2.94;0.01;;;;;;;;;;;;;;;
KVUE;21.1;+ 0.05;0.24;21.11;Consumer Non-Durables;Household/Personal Care;22000.0;2022;www.kenvue.com;"20.73
21.11";"17.67
24.46";40.45B;40450000000.0;38.07;Feb 5, 2025;1.86;2024-11-12;2024-11-26;19;0.32;0.68;0.0;7;1.287677725118483;27.0;27.96208530805686;24.5;16.113744075829377;21.0;-0.47393364928910625;3.90B;0.38%;383.00M;12.56%;0.20;12.94%;9.82%;12.22%;190.00M;66.07%;0.83;8.19%;2025-01-10;12:02:39 UTC;2.66;0.01;;;;;;;;;;;;;;;
STZ;219.28;+ 0.77;0.35;218.00;Consumer Non-Durables;Beverages: Alcoholic;10600.0;1945;www.cbrands.com;"217.47
220.59";"217.47
274.87";39.81B;39810000000.0;70.49;Jan 9, 2025;1.43;2025-02-06;2025-02-20;28;0.82;0.18;0.0;2;3.068799708135717;325.0;48.212331265961325;298.0;35.89930682232762;255.0;16.28967530098504;2.92B;2.90%;- 1.20B;273.77%;- 6.59;275.99%;- 41.07%;268.87%;854.00M;31.06%;1.55;23.98%;2025-01-10;12:02:39 UTC;2.09;0.01;;;;;;;;;;;;;;;
GLW;47.73;- 0.12;-0.25;47.76;Electronic Technology;Electronic Components;49800.0;1851;www.corning.com;"47.08
47.88";"29.71
51.03";40.87B;40870000000.0;266.95;Jan 28, 2025;3.68;2024-11-14;2024-12-12;18;0.56;0.39;0.06;7;0.8729897339199669;60.0;25.707102451288506;55.0;15.231510580347798;39.0;-18.29038340666247;3.39B;6.87%;- 117.00M;171.34%;- 0.14;171.77%;- 3.45%;166.76%;482.00M;26.51%;0.75;1.53%;2025-01-10;12:02:39 UTC;2.03;0.01;;;;;;;;;;;;;;;
LHX;207.15;+ 4.15;2.04;208.20;Electronic Technology;Aerospace & Defense;50000.0;1890;www.l3harris.com;"203.85
207.44";"200.18
265.74";39.29B;39290000000.0;32.71;Jan 29, 2025;2.15;2024-11-17;2024-12-05;27;0.67;0.3;0.04;6;2.4980231716147716;324.0;56.40839971035481;288.0;39.0296886314265;206.0;-0.5551532705768794;5.29B;7.67%;400.00M;4.44%;2.10;4.22%;7.56%;3.00%;702.00M;77.72%;0.68;11.36%;2025-01-10;12:02:39 UTC;2.0;0.01;;;;;;;;;;;;;;;
GRMN;211.39;+ 2.84;1.36;210.23;Electronic Technology;Telecommunications Equipment;19900.0;1989;www.garmin.com;"207.75
211.63";"119.15
222.97";40.59B;40590000000.0;26.85;Feb 18, 2025;2.27;2025-03-13;2025-03-27;11;0.09;0.45;0.45;6;-1.243836510714792;212.0;0.28856615733952107;174.5;-17.451156629925723;158.0;-25.25663465632243;1.59B;24.15%;399.11M;55.15%;2.07;54.11%;25.16%;24.97%;219.41M;29.65%;0.01;16.33%;2025-01-10;12:02:39 UTC;2.23;0.01;;;;;;;;;;;;;;;
BKR;43.44;+ 0.04;0.09;43.99;Industrial Services;Contract Drilling;58000.0;1987;www.bakerhughes.com;"42.92
43.47";"28.32
45.17";42.98B;42980000000.0;19.45;Jan 29, 2025;2.28;2024-11-03;2024-11-13;29;0.72;0.28;0.0;10;0.9629834254143648;53.0;22.00736648250461;45.5;4.742173112338864;34.0;-21.73112338858195;6.91B;4.02%;766.00M;47.88%;0.77;50.56%;11.09%;42.16%;710.00M;34.22%;0.37;14.61%;2025-01-10;12:02:39 UTC;2.28;0.01;;;;;;;;;;;;;;;
CBRE;129.78;+ 1.14;0.89;127.97;Finance;Real Estate Development;130000.0;1906;www.cbre.com;"127.44
130.00";"82.75
142.00";39.72B;39720000000.0;41.77;Feb 12, 2025;;;;13;0.62;0.31;0.08;6;1.0798582216057946;176.0;35.61411619664047;147.0;13.26860841423948;115.0;-11.388503621513332;9.04B;14.84%;225.00M;18.08%;0.73;19.58%;2.49%;2.82%;513.00M;63.86%;0.80;5.33%;2025-01-10;12:02:39 UTC;1.88;0.01;;;;;;;;;;;;;;;
CTVA;57.15;+ 0.12;0.21;57.16;Process Industries;Chemicals: Agricultural;22500.0;1802;www.corteva.com;"56.47
57.20";"44.01
64.20";39.28B;39280000000.0;57.9;Feb 4, 2025;1.29;2024-12-01;2024-12-15;24;0.71;0.29;0.0;7;1.8216710411198602;74.0;29.483814523184606;67.0;17.235345581802278;57.0;-0.26246719160104737;2.33B;10.19%;- 522.00M;64.15%;- 0.76;67.34%;- 22.44%;82.78%;- 24.00M;91.01%;0.23;1.19%;2025-01-10;12:02:39 UTC;2.1;0.01;;;;;;;;;;;;;;;
HES;139.81;+ 1.20;0.87;141.50;Energy Minerals;Integrated Oil;1756.0;1920;www.hess.com;"137.07
140.44";"123.79
163.98";43.08B;43080000000.0;16.32;Jan 28, 2025;1.21;2024-12-15;2024-12-30;18;0.44;0.56;0.0;8;1.8238180387668979;199.0;42.336027465846506;165.0;18.017309205350116;151.0;8.003719333381015;3.19B;11.89%;498.00M;1.19%;1.62;1.39%;15.61%;11.69%;428.00M;2,240.00%;0.88;18.46%;2025-01-10;12:02:39 UTC;2.16;0.01;;;;;;;;;;;;;;;
CCI;87.5;+ 0.04;0.05;87.84;Finance;Real Estate Investment Trusts;4700.0;1994;www.crowncastle.com;"85.96
87.53";"85.96
120.92";38.03B;38030000000.0;31.04;Jan 21, 2025;5.43;2024-12-12;2024-12-30;21;0.24;0.62;0.14;8;2.108571428571428;128.0;46.285714285714285;118.0;34.85714285714286;100.0;14.285714285714285;1.65B;0.90%;303.00M;14.34%;0.69;13.82%;18.34%;15.38%;402.00M;116.13%;5.60;29.90%;2025-01-10;12:02:39 UTC;2.48;0.01;;;;;;;;;;;;;;;
DAL;61.42;+ 0.24;0.39;61.53;Transportation;Airlines;100000.0;1985;www.delta-air.com;"59.89
61.86";"36.34
67.50";39.63B;39630000000.0;8.53;Jan 9, 2025;0.5;2024-10-09;2024-10-30;24;0.96;0.0;0.04;10;2.433539563660045;100.0;62.81341582546401;77.5;26.180397264734612;59.0;-3.9400846629762323;15.68B;1.22%;1.27B;14.80%;1.97;14.27%;8.11%;13.42%;- 54.00M;72.02%;1.79;38.47%;2025-01-10;12:02:39 UTC;2.85;0.01;;;;;;;;;;;;;;;
CTSH;76.02;+ 0.40;0.53;76.23;Technology Services;Information Technology Services;347700.0;1988;www.cognizant.com;"74.78
76.07";"63.79
82.46";37.69B;37690000000.0;16.82;Jan 29, 2025;1.54;2024-11-18;2024-11-26;28;0.18;0.75;0.07;5;1.1025177584846095;100.0;31.54433043935807;82.0;7.866350960273618;75.0;-1.341752170481447;5.04B;3.00%;582.00M;10.86%;1.17;12.87%;11.54%;7.63%;791.00M;4.77%;0.13;14.92%;2025-01-10;12:02:39 UTC;2.85;0.01;;;;;;;;;;;;;;;
F;9.74;- 0.02;-0.2;9.72;Consumer Durables;Motor Vehicles;177000.0;1903;www.corporate.ford.com;"9.58
9.75";"9.49
14.85";38.71B;38710000000.0;11.11;Jan 29, 2025;10.25;2024-11-06;2024-12-01;25;0.32;0.52;0.16;4;1.3335112936344968;19.0;95.07186858316221;11.0;12.936344969199176;8.0;-17.864476386036962;46.20B;5.47%;892.00M;25.60%;0.22;25.00%;1.93%;29.46%;3.51B;47.54%;3.60;10.11%;2025-01-10;12:02:39 UTC;2.56;0.01;;;;;;;;;;;;;;;
VRSK;280.42;+ 6.90;2.52;280.20;Technology Services;Data Processing Services;7500.0;1971;www.verisk.com;"273.32
280.62";"217.34
296.58";39.60B;39600000000.0;43.7;Feb 24, 2025;0.57;2024-12-12;2024-12-30;21;0.48;0.43;0.1;6;0.6662006989515721;325.0;15.897582198131369;300.0;6.982383567505877;240.0;-14.414093145995297;725.30M;7.04%;220.10M;17.45%;1.54;20.11%;30.35%;9.73%;240.70M;22.93%;10.88;35.10%;2025-01-10;12:02:39 UTC;3.08;0.01;;;;;;;;;;;;;;;
EA;144.2;- 0.47;-0.32;144.20;Technology Services;Packaged Software;13700.0;1982;www.ea.com;"142.46
144.87";"124.92
168.50";37.82B;37820000000.0;37.03;Feb 3, 2025;0.57;2024-11-26;2024-12-17;28;0.43;0.57;0.0;9;1.411636615811374;183.0;26.907073509015266;163.0;13.037447988904308;139.0;-3.606102635228841;2.03B;6.52%;294.00M;26.32%;1.11;24.65%;14.50%;30.82%;184.00M;201.64%;0.26;2.31%;2025-01-10;12:02:39 UTC;2.47;0.01;;;;;;;;;;;;;;;
ODFL;179.58;- 1.06;-0.59;179.40;Transportation;Trucking;22902.0;1934;www.odfl.com;"178.87
181.83";"165.49
233.26";38.34B;38340000000.0;31.38;Feb 4, 2025;0.39;2024-12-03;2024-12-17;25;0.12;0.72;0.16;5;0.8415569662545935;241.0;34.20202695177636;205.0;14.155251141552503;165.0;-8.118944203140668;1.47B;2.97%;308.58M;9.05%;1.43;7.17%;20.99%;6.26%;203.72M;20.82%;0.01;27.02%;2025-01-10;12:02:39 UTC;2.22;0.01;;;;;;;;;;;;;;;
XEL;66.39;+ 0.75;1.14;66.39;Utilities;Electric Utilities;11311.0;1909;www.xcelenergy.com;"65.05
66.44";"46.79
73.38";38.12B;38120000000.0;19.73;Feb 5, 2025;3.36;2025-01-05;2025-01-19;20;0.5;0.4;0.1;8;1.2015665009790628;79.0;18.99382437114023;71.0;6.943816839885524;68.0;2.4250640156650087;3.64B;0.57%;682.00M;3.96%;1.21;1.57%;18.73%;4.56%;- 42.00M;116.34%;1.54;1.71%;2025-01-10;12:02:39 UTC;2.53;0.01;;;;;;;;;;;;;;;
TRGP;191.98;+ 4.16;2.21;192.24;Utilities;Gas Distributors;3182.0;2005;www.targaresources.com;"187.03
192.07";"81.03
209.87";41.86B;41860000000.0;34.59;Feb 19, 2025;2.13;2024-10-30;2024-11-14;23;0.83;0.13;0.04;7;1.375638087300761;259.0;34.90988644650485;202.0;5.219293676424633;171.0;-10.928221689759345;3.88B;0.12%;384.50M;76.54%;1.75;80.62%;9.89%;76.33%;- 287.90M;56.13%;5.57;7.73%;2025-01-10;12:02:39 UTC;1.85;0.01;;;;;;;;;;;;;;;
A;137.0;- 0.41;-0.3;137.39;Health Technology;Medical Specialties;17900.0;1999;www.agilent.com;"135.63
137.68";"124.16
155.35";39.13B;39130000000.0;30.93;Feb 24, 2025;0.72;2024-12-30;2025-01-21;21;0.43;0.52;0.05;9;1.1503649635036497;165.0;20.437956204379564;150.0;9.48905109489051;135.0;-1.4598540145985401;1.70B;8.14%;351.00M;13.96%;1.22;24.56%;20.63%;26.67%;388.00M;68.70%;0.61;22.18%;2025-01-10;12:02:39 UTC;2.6;0.01;;;;;;;;;;;;;;;
IT;495.44;+ 3.96;0.81;499.30;Technology Services;Internet Software/Services;20237.0;1979;www.gartner.com;"488.40
495.56";"411.15
559.00";38.22B;38220000000.0;36.53;Feb 10, 2025;;;;13;0.31;0.54;0.15;4;0.6407330857419669;592.0;19.48974648797029;540.0;8.994025512675602;470.0;-5.134829646374939;1.48B;5.36%;415.05M;130.57%;5.32;135.16%;27.96%;118.84%;565.00M;86.78%;2.82;48.25%;2025-01-10;12:02:39 UTC;2.18;0.01;;;;;;;;;;;;;;;
LVS;49.15;- 0.35;-0.71;49.00;Consumer Services;Casinos/Gaming;38700.0;2004;www.sands.com;"48.78
49.42";"36.62
56.60";35.63B;35630000000.0;24.43;Jan 21, 2025;0.81;2024-11-04;2024-11-12;22;0.73;0.27;0.0;8;2.026561546286877;66.0;34.28280773143439;59.0;20.04069175991862;51.0;3.7639877924720273;2.68B;4.04%;275.00M;27.63%;0.38;24.17%;10.25%;24.58%;221.00M;53.67%;4.09;29.37%;2025-01-10;12:02:39 UTC;1.7;0.02;;;;;;;;;;;;;;;
SYY;74.85;+ 0.30;0.4;74.66;Distribution Services;Food Distributors;76000.0;1969;www.sysco.com;"73.64
74.88";"69.03
82.89";36.77B;36770000000.0;19.24;Jan 27, 2025;2.82;2025-01-02;2025-01-23;21;0.52;0.48;0.0;9;1.4730661322645293;91.0;21.576486305945235;85.0;13.560454241816977;76.0;1.5364061456245903;20.48B;5.70%;490.00M;15.38%;0.99;0.05%;2.39%;6.76%;- 69.00M;120.66%;6.08;10.42%;2025-01-10;12:02:39 UTC;2.05;0.01;;;;;;;;;;;;;;;
VLO;125.19;+ 1.20;0.97;125.95;Energy Minerals;Oil Refining/Marketing;9908.0;1980;www.valero.com;"121.80
125.37";"116.84
184.79";39.63B;39630000000.0;11.23;Jan 29, 2025;3.14;2024-11-19;2024-12-19;22;0.59;0.36;0.05;9;1.8096189791516895;176.0;40.58630881060788;155.0;23.811806054796712;123.0;-1.7493410016774487;32.85B;14.73%;363.00M;86.11%;1.14;84.76%;1.10%;83.72%;1.08B;64.86%;0.43;2.85%;2025-01-10;12:02:39 UTC;2.22;0.01;;;;;;;;;;;;;;;
OTIS;91.79;- 0.33;-0.36;91.47;Producer Manufacturing;Building Products;71000.0;1853;www.otis.com;"90.37
91.91";"85.42
106.33";36.67B;36670000000.0;22.86;Jan 28, 2025;1.46;2024-11-14;2024-12-05;18;0.22;0.67;0.11;1;0.9303987362457776;116.0;26.375422159276603;103.5;12.757380978320072;90.0;-1.950103497112982;3.55B;0.71%;540.00M;43.62%;1.34;47.54%;15.22%;42.61%;362.00M;33.09%;n/a;n/a;2025-01-10;12:02:39 UTC;2.1;0.01;;;;;;;;;;;;;;;
LEN;133.54;+ 0.40;0.3;137.99;Consumer Durables;Homebuilding;12284.0;1954;www.lennar.com;"130.91
134.04";"130.91
193.80";36.06B;36060000000.0;9.33;Mar 11, 2025;1.15;2024-10-08;2024-10-23;22;0.32;0.64;0.05;6;3.00713943387749;236.0;76.7260745843942;196.0;46.77250262093756;160.0;19.814287853826578;9.95B;13.30%;1.10B;16.17%;4.06;n/a;11.02%;9.66%;n/a;n/a;0.08;58.08%;2025-01-10;12:02:39 UTC;2.18;0.01;;;;;;;;;;;;;;;
EXC;38.19;+ 0.66;1.76;38.16;Utilities;Electric Utilities;19962.0;1999;www.exeloncorp.com;"37.20
38.23";"33.34
41.19";38.37B;38370000000.0;15.74;Feb 18, 2025;4.01;2024-11-07;2024-12-12;21;0.29;0.67;0.05;8;1.2062162869861222;47.0;23.0688661953391;43.0;12.594920136161306;39.0;2.1209740769835097;6.15B;2.91%;707.00M;1.00%;0.70;0.30%;11.49%;1.86%;- 6.00M;98.15%;1.73;2.05%;2025-01-10;12:02:39 UTC;1.97;0.01;;;;;;;;;;;;;;;
IR;89.23;+ 0.07;0.08;88.31;Producer Manufacturing;Industrial Machinery;18000.0;1872;www.irco.com;"87.50
89.45";"74.01
106.03";35.96B;35960000000.0;43.37;Feb 18, 2025;0.1;2024-11-13;2024-12-04;19;0.47;0.47;0.05;6;1.860405693152527;124.0;38.966715230303706;112.0;25.518323433822697;94.0;5.345735739101194;1.86B;7.02%;221.60M;6.39%;0.54;6.83%;11.91%;0.59%;374.30M;0.08%;0.47;62.39%;2025-01-10;12:02:39 UTC;2.04;0.01;;;;;;;;;;;;;;;
YUM;127.74;- 0.81;-0.63;126.30;Consumer Services;Restaurants;35000.0;1997;www.yum.com;"126.97
128.23";"124.76
143.20";35.65B;35650000000.0;23.89;Feb 4, 2025;1.85;2024-12-01;2024-12-12;31;0.35;0.65;0.0;6;1.5223720056364496;158.0;23.688742758728672;144.5;13.120400814153754;130.0;1.7692187255362497;;;;;;;;;;;;;2025-01-10;12:02:39 UTC;1.99;0.01;;;;;;;;;;;;;;;
KHC;29.66;- 0.11;-0.37;29.89;Consumer Non-Durables;Food: Major Diversified;36000.0;1909;www.kraftheinzcompany.com;"29.23
29.83";"29.23
38.96";35.86B;35860000000.0;26.63;Feb 11, 2025;4.33;2024-11-28;2024-12-26;24;0.38;0.58;0.04;7;1.8328118678354688;41.0;38.23331085637221;35.5;19.68981793661497;32.0;7.889413351314902;6.38B;2.85%;- 290.00M;210.69%;- 0.24;212.96%;- 4.54%;213.93%;849.00M;10.98%;0.42;3.05%;2025-01-10;12:02:39 UTC;2.29;0.01;;;;;;;;;;;;;;;
GEHC;86.26;+ 2.89;3.47;86.01;Health Technology;Medical Specialties;51000.0;1892;www.gehealthcare.com;"84.29
87.30";"71.31
94.55";39.41B;39410000000.0;23.63;Feb 12, 2025;0.16;2025-01-13;2025-02-13;19;0.68;0.26;0.05;6;1.1078437282633895;110.0;27.521446788778103;97.0;12.45073035010433;74.0;-14.212844887549275;4.86B;0.85%;471.00M;24.27%;1.02;25.06%;9.69%;23.23%;648.00M;13.68%;1.29;10.31%;2025-01-10;12:02:39 UTC;2.18;0.01;;;;;;;;;;;;;;;
IQV;204.32;+ 1.67;0.82;204.33;Health Services;Services to the Health Industry;87000.0;1950;www.iqvia.com;"198.34
206.24";"187.62
261.73";37.08B;37080000000.0;26.8;Feb 11, 2025;;;;28;0.86;0.14;0.0;8;2.1887940485512924;273.0;33.61393891934221;255.0;24.804228660924043;200.0;-2.114330462020357;3.89B;4.06%;285.00M;5.94%;1.55;5.28%;7.32%;9.61%;571.00M;30.66%;1.97;17.57%;2025-01-10;12:02:39 UTC;2.67;0.02;;;;;;;;;;;;;;;
GIS;60.97;+ 0.08;0.13;60.90;Consumer Non-Durables;Food: Major Diversified;34000.0;1928;www.generalmills.com;"59.70
60.99";"59.70
75.90";33.61B;33610000000.0;13.27;Mar 18, 2025;3.46;2025-01-09;2025-02-02;22;0.27;0.73;0.0;3;1.8118533705100874;84.0;37.772675086107924;74.0;21.371166147285553;67.0;9.890109890109892;5.24B;1.96%;795.70M;33.62%;1.42;39.11%;15.18%;31.05%;989.60M;2.50%;1.58;17.01%;2025-01-10;12:02:39 UTC;2.67;0.01;;;;;;;;;;;;;;;
CCL;24.18;+ 0.34;1.43;24.10;Consumer Services;Hotels/Resorts/Cruise lines;91300.0;1972;www.carnivalcorp.com;"23.40
24.27";"13.78
27.16";30.28B;30280000000.0;16.79;Mar 31, 2025;;2020-02-19;2020-03-12;28;0.79;0.18;0.04;10;0.9679818031430937;32.0;32.34077750206782;26.5;9.594706368899919;17.27;-28.577336641852774;5.94B;2.72%;303.00M;229.35%;0.23;n/a;5.10%;673.74%;n/a;n/a;3.12;32.64%;2025-01-10;12:02:39 UTC;2.07;0.01;;;;;;;;;;;;;;;
